OBJECTID,id_person,Season,classifica,league_nam,team_name,team_id,City_PoB,State_Pob,State_Abbr,Country_Po,Region_PoB,Group_PoB,PoB_Lat,PoB_Long
102124,163463,2016,MLB,National,NYM,2016_National_NYM,Calhoun_GA_US,Calhoun,GA,US,Northern America,Northern America,34.502587,-84.951054
102125,163463,2016,MLB,National,NYM,2016_National_NYM,Calhoun_GA_US,Calhoun,GA,US,Northern America,Northern America,34.502587,-84.951054
102167,163536,2016,MLB,American,TOR,2016_American_TOR,Raceland_LA_US,Raceland,LA,US,Northern America,Northern America,38.54008,-82.728498
102172,163536,2016,MLB,American,TOR,2016_American_TOR,Raceland_LA_US,Raceland,LA,US,Northern America,Northern America,38.54008,-82.728498
102272,163641,2016,MLB,National,LAD,2016_National_LAD,Greenwood_MS_US,Greenwood,MS,US,Northern America,Northern America,33.516232,-90.179528
102278,163641,2016,MLB,National,LAD,2016_National_LAD,Greenwood_MS_US,Greenwood,MS,US,Northern America,Northern America,33.516232,-90.179528
102349,163796,2016,MLB,American,DET,2016_American_DET,Houston_TX_US,Houston,TX,US,Northern America,Northern America,29.758938,-95.367697
102362,163796,2016,MLB,American,DET,2016_American_DET,Houston_TX_US,Houston,TX,US,Northern America,Northern America,29.758938,-95.367697
102492,164047,2016,MLB,National,NYM,2016_National_NYM,BlueIsland_IL_US,Blue Island,IL,US,Northern America,Northern America,41.655308,-87.67759
102505,164047,2016,MLB,National,NYM,2016_National_NYM,BlueIsland_IL_US,Blue Island,IL,US,Northern America,Northern America,41.655308,-87.67759
102533,164119,2016,MLB,American,SEA,2016_American_SEA,Ladner_BC_CA,Ladner,BC,CA,Northern America,Northern America,49.083333,-123.083333
102537,164119,2016,MLB,American,SEA,2016_American_SEA,Ladner_BC_CA,Ladner,BC,CA,Northern America,Northern America,49.083333,-123.083333
102568,164260,2016,MLB,National,SD,2016_National_SD,Panama_Panama_PA,Panama,Panama,PA,Central America,Latin America and the Caribbean,8.971449,-79.53418
