OBJECTID,id_person,Season,classifica,league_nam,team_name,team_id,City_PoB,State_Pob,State_Abbr,Country_Po,Region_PoB,Group_PoB,PoB_Lat,PoB_Long
4560,3127,1960,MiLB,Pacific Coast,Salt Lake City,1960_PacificCoast_SaltLakeCity,Panama_Panama_PA,Panama,Panama,PA,Central America,Latin America and the Caribbean,8.971449,-79.53418
4563,3127,1960,MiLB,International,Columbus,1960_International_Columbus,Panama_Panama_PA,Panama,Panama,PA,Central America,Latin America and the Caribbean,8.971449,-79.53418
4618,3169,1960,MiLB,Appalachian,Johnson City,1960_Appalachian_JohnsonCity, , , , , , ,0,0
4658,3184,1960,MiLB,Florida State,Daytona Beach,1960_FloridaState_DaytonaBeach, , , , , , ,0,0
4705,3201,1960,MiLB,Alabama-Florida,Pensacola,1960_Alabama-Florida_Pensacola, , , , , , ,0,0
4725,3208,1960,MiLB,California,Fresno,1960_California_Fresno,Norwood_OH_US,Norwood,OH,US,Northern America,Northern America,39.155615,-84.459664
4737,3214,1960,MiLB,Northwest,Yakima,1960_Northwest_Yakima,Mounds_IL_US,Mounds,IL,US,Northern America,Northern America,37.114218,-89.197853
4767,3228,1960,MiLB,Sophomore,Odessa,1960_Sophomore_Odessa, , , , , , ,0,0
4801,3245,1960,MiLB,Alabama-Florida,Panama City,1960_Alabama-Florida_PanamaCity,KansasCity_MO_US,Kansas City,MO,US,Northern America,Northern America,39.084469,-94.56303
4830,3261,1960,MiLB,Pacific Coast,Tacoma,1960_PacificCoast_Tacoma,Bronx_NY_US,Bronx,NY,US,Northern America,Northern America,40.8501,-73.866246
4896,3288,1960,MiLB,International,Miami,1960_International_Miami,RoyalOak_MI_US,Royal Oak,MI,US,Northern America,Northern America,42.48948,-83.144648
4950,3319,1960,MiLB,Western Carolina,Hickory,1960_WesternCarolina_Hickory, , , , , , ,0,0
4952,3319,1960,MiLB,Florida State,Tampa,1960_FloridaState_Tampa, , , , , , ,0,0
5044,3376,1960,MiLB,Western Carolina,Gastonia,1960_WesternCarolina_Gastonia, , , , , , ,0,0
5062,3381,1960,MiLB,International,Toronto,1960_International_Toronto,Grifton_NC_US,Grifton,NC,US,Northern America,Northern America,35.372663,-77.437464
5084,3386,1960,MiLB,Alabama-Florida,Montgomery,1960_Alabama-Florida_Montgomery,Detroit_MI_US,Detroit,MI,US,Northern America,Northern America,42.348664,-83.056737
5113,3406,1960,MiLB,California,Reno,1960_California_Reno, , , , , , ,0,0
5150,3426,1960,MiLB,California,Modesto,1960_California_Modesto, , , , , , ,0,0
5259,3488,1960,MiLB,Florida State,Sanford,1960_FloridaState_Sanford,Buffalo_NY_US,Buffalo,NY,US,Northern America,Northern America,42.886717,-78.878392
5409,3557,1960,MiLB,Florida State,Leesburg,1960_FloridaState_Leesburg,Yeager_OK_US,Yeager,OK,US,Northern America,Northern America,35.157585,-96.339453
5482,3576,1960,MiLB,New York-Pennsylvania,Geneva,1960_NewYork-Pennsylvania_Geneva,Derby_CT_US,Derby,CT,US,Northern America,Northern America,41.322361,-73.089032
5511,3587,1960,MiLB,Northern,Fargo-Moorhead,1960_Northern_Fargo-Moorhead, , , , , , ,0,0
5512,3587,1960,MiLB,California,Modesto,1960_California_Modesto, , , , , , ,0,0
5555,3629,1960,MiLB,Western Carolina,Shelby,1960_WesternCarolina_Shelby, , , , , , ,0,0
5556,3631,1960,MiLB,Northern,St. Cloud,1960_Northern_St.Cloud,SpringfieldGardens_NY_US,Springfield Gardens,NY,US,Northern America,Northern America,40.678159,-73.746521
5557,3631,1960,MiLB,Sophomore,Carlsbad,1960_Sophomore_Carlsbad,SpringfieldGardens_NY_US,Springfield Gardens,NY,US,Northern America,Northern America,40.678159,-73.746521
5609,3652,1960,MiLB,Midwest,Kokomo,1960_Midwest_Kokomo, , , , , , ,0,0
5685,3718,1960,MiLB,Southern Association,Little Rock,1960_SouthernAssociation_LittleRock,0,0,0,0,0,0,0,0
5868,3834,1960,MiLB,Eastern,Springfield,1960_Eastern_Springfield,0,0,0,0,0,0,0,0
5920,3873,1960,MiLB,California,Stockton,1960_California_Stockton, , , , , , ,0,0
5921,3873,1960,MiLB,Florida State,Leesburg,1960_FloridaState_Leesburg, , , , , , ,0,0
5951,3911,1960,MiLB,Florida State,St. Petersburg,1960_FloridaState_St.Petersburg, , , , , , ,0,0
5970,3934,1960,MiLB,Sophomore,Carlsbad,1960_Sophomore_Carlsbad, , , , , , ,0,0
5972,3934,1960,MiLB,Appalachian,Morristown,1960_Appalachian_Morristown, , , , , , ,0,0
6097,3982,1960,MiLB,Illinois-Indiana-Iowa,Lincoln,1960_Illinois-Indiana-Iowa_Lincoln, , , , , , ,0,0
6201,4078,1960,MiLB,Sophomore,Carlsbad,1960_Sophomore_Carlsbad, , , , , , ,0,0
6284,4121,1960,MiLB,Texas,Tulsa,1960_Texas_Tulsa,0,0,0,0,0,0,0,0
6427,4184,1960,MiLB,Northern,Eau Claire,1960_Northern_EauClaire,NiagaraFalls_ON_CA,Niagara Falls,ON,CA,Northern America,Northern America,43.100107,-79.113966
6429,4184,1960,MiLB,New York-Pennsylvania,Wellsville,1960_NewYork-Pennsylvania_Wellsville,NiagaraFalls_ON_CA,Niagara Falls,ON,CA,Northern America,Northern America,43.100107,-79.113966
6451,4200,1960,MiLB,International,Columbus,1960_International_Columbus,Peekskill_NY_US,Peekskill,NY,US,Northern America,Northern America,41.289811,-73.920492
6524,4281,1960,MiLB,Pioneer,Pocatello,1960_Pioneer_Pocatello, , , , , , ,0,0
6569,4311,1960,MiLB,New York-Pennsylvania,Erie,1960_NewYork-Pennsylvania_Erie, , , , , , ,0,0
6691,4351,1960,MiLB,Illinois-Indiana-Iowa,Fox Cities,1960_Illinois-Indiana-Iowa_FoxCities,Stamford_CT_US,Stamford,CT,US,Northern America,Northern America,41.05343,-73.538734
6692,4351,1960,MiLB,Southern Association,Little Rock,1960_SouthernAssociation_LittleRock,Stamford_CT_US,Stamford,CT,US,Northern America,Northern America,41.05343,-73.538734
6700,4371,1960,MiLB,Midwest,Decatur,1960_Midwest_Decatur, , , , , , ,0,0
6766,4431,1960,MiLB,Northern,St. Cloud,1960_Northern_St.Cloud,Salem_IL_US,Salem,IL,US,Northern America,Northern America,42.519529,-70.896723
6771,4431,1960,MiLB,Eastern,Lancaster,1960_Eastern_Lancaster,Salem_IL_US,Salem,IL,US,Northern America,Northern America,42.519529,-70.896723
6826,4459,1960,MiLB,Northern,Grand Forks,1960_Northern_GrandForks, , , , , , ,0,0
6827,4459,1960,MiLB,South Atlantic,Savannah,1960_SouthAtlantic_Savannah,0,0,0,0,0,0,0,0
7188,4631,1960,MiLB,Texas,Amarillo,1960_Texas_Amarillo,0,0,0,0,0,0,0,0
7352,4728,1960,MiLB,Southern Association,Nashville,1960_SouthernAssociation_Nashville,EvansCity_PA_US,Evans City,PA,US,Northern America,Northern America,40.766559,-80.067085
7353,4728,1960,MiLB,South Atlantic,Columbia,1960_SouthAtlantic_Columbia,EvansCity_PA_US,Evans City,PA,US,Northern America,Northern America,40.766559,-80.067085
7383,4761,1960,MiLB,Florida State,Leesburg,1960_FloridaState_Leesburg, , , , , , ,0,0
7541,4876,1960,MiLB,Northern,Aberdeen,1960_Northern_Aberdeen, , , , , , ,0,0
7671,4954,1960,MiLB,Illinois-Indiana-Iowa,Lincoln,1960_Illinois-Indiana-Iowa_Lincoln, , , , , , ,0,0
7672,4954,1960,MiLB,Midwest,Clinton,1960_Midwest_Clinton, , , , , , ,0,0
7673,4961,1960,MiLB,South Atlantic,Columbia,1960_SouthAtlantic_Columbia,SantaMaria_CA_US,Santa Maria,CA,US,Northern America,Northern America,34.95313,-120.435858
7715,4977,1960,MiLB,South Atlantic,Charleston,1960_SouthAtlantic_Charleston,0,0,0,0,0,0,0,0
7718,4977,1960,MiLB,South Atlantic,Knoxville,1960_SouthAtlantic_Knoxville,0,0,0,0,0,0,0,0
7840,5050,1960,MiLB,Carolina,Wilson,1960_Carolina_Wilson,Fredericksburg_TX_US,Fredericksburg,TX,US,Northern America,Northern America,30.275201,-98.871984
7846,5051,1960,MiLB,Carolina,Durham,1960_Carolina_Durham,Portland_OR_US,Portland,OR,US,Northern America,Northern America,45.520247,-122.674195
7849,5051,1960,MiLB,South Atlantic,Knoxville,1960_SouthAtlantic_Knoxville,Portland_OR_US,Portland,OR,US,Northern America,Northern America,45.520247,-122.674195
8273,5298,1960,MiLB,Appalachian,Kingsport,1960_Appalachian_Kingsport,NewBritain_CT_US,New Britain,CT,US,Northern America,Northern America,41.681744,-72.788146
8293,5316,1960,MiLB,Western Carolina,Rutherford County,1960_WesternCarolina_RutherfordCounty,Trinidad_CO_US,Trinidad,CO,US,Northern America,Northern America,37.169397,-104.500541
8312,5326,1960,MiLB,American Association,St. Paul,1960_AmericanAssociation_St.Paul,Victor_IA_US,Victor,IA,US,Northern America,Northern America,41.731668,-92.297961
8432,5399,1960,MiLB,Pacific Coast,Sacramento,1960_PacificCoast_Sacramento,Shawnee_OK_US,Shawnee,OK,US,Northern America,Northern America,35.327293,-96.9253
8489,5425,1960,MiLB,Northern,St. Cloud,1960_Northern_St.Cloud, , , , , , ,0,0
8490,5425,1960,MiLB,Sophomore,Carlsbad,1960_Sophomore_Carlsbad, , , , , , ,0,0
8491,5425,1960,MiLB,Texas,San Antonio,1960_Texas_SanAntonio,0,0,0,0,0,0,0,0
8492,5425,1960,MiLB,Eastern,Lancaster,1960_Eastern_Lancaster,0,0,0,0,0,0,0,0
8765,5606,1960,MiLB,Appalachian,Salem,1960_Appalachian_Salem, , , , , , ,0,0
8962,5742,1960,MiLB,American Association,Denver,1960_AmericanAssociation_Denver,Elizabeth_NJ_US,Elizabeth,NJ,US,Northern America,Northern America,40.663992,-74.210701
8990,5763,1960,MiLB,Illinois-Indiana-Iowa,Sioux City,1960_Illinois-Indiana-Iowa_SiouxCity,StPetersburg_FL_US,St. Petersburg,FL,US,Northern America,Northern America,27.770861,-82.679266
9003,5767,1960,MiLB,American Association,Houston,1960_AmericanAssociation_Houston,Dixon_MO_US,Dixon,MO,US,Northern America,Northern America,36.198634,-105.88863
9018,5779,1960,MiLB,Midwest,Kokomo,1960_Midwest_Kokomo,Mulvane_KS_US,Mulvane,KS,US,Northern America,Northern America,37.474464,-97.243932
9020,5779,1960,MiLB,Florida State,Orlando,1960_FloridaState_Orlando,Mulvane_KS_US,Mulvane,KS,US,Northern America,Northern America,37.474464,-97.243932
9042,5802,1960,MiLB,Texas,Rio Grande Valley,1960_Texas_RioGrandeValley,0,0,0,0,0,0,0,0
9251,5923,1960,MiLB,Illinois-Indiana-Iowa,Lincoln,1960_Illinois-Indiana-Iowa_Lincoln,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
9253,5923,1960,MiLB,South Atlantic,Charleston,1960_SouthAtlantic_Charleston,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
9564,6072,1960,MiLB,Sophomore,Odessa,1960_Sophomore_Odessa, , , , , , ,0,0
9655,6125,1960,MiLB,Appalachian,Johnson City,1960_Appalachian_JohnsonCity,Lewes_DE_US,Lewes,DE,US,Northern America,Northern America,38.774557,-75.13935
9676,6147,1960,MiLB,Carolina,Greensboro,1960_Carolina_Greensboro, , , , , , ,0,0
9737,6176,1960,MiLB,Carolina,Winston-Salem,1960_Carolina_Winston-Salem, , , , , , ,0,0
9740,6176,1960,MiLB,Northern,Winnipeg,1960_Northern_Winnipeg, , , , , , ,0,0
9788,6196,1960,MiLB,New York-Pennsylvania,Elmira,1960_NewYork-Pennsylvania_Elmira,LittleRock_AR_US,Little Rock,AR,US,Northern America,Northern America,34.746481,-92.289595
9790,6196,1960,MiLB,Appalachian,Johnson City,1960_Appalachian_JohnsonCity,LittleRock_AR_US,Little Rock,AR,US,Northern America,Northern America,34.746481,-92.289595
9857,6242,1960,MiLB,Western Carolina,Hickory,1960_WesternCarolina_Hickory, , , , , , ,0,0
9984,6322,1960,MiLB,Northern,Winnipeg,1960_Northern_Winnipeg, , , , , , ,0,0
10039,6362,1960,MiLB,Illinois-Indiana-Iowa,Cedar Rapids,1960_Illinois-Indiana-Iowa_CedarRapids,PittsylvaniaCounty_VA_US,Pittsylvania County,VA,US,Northern America,Northern America,37.123225,-78.492772
10047,6381,1960,MiLB,Midwest,Quincy,1960_Midwest_Quincy, , , , , , ,0,0
10097,6421,1960,MiLB,Pioneer,Great Falls,1960_Pioneer_GreatFalls,LosAngeles_CA_US,Los Angeles,CA,US,Northern America,Northern America,34.054394,-118.243941
10170,6453,1960,MiLB,South Atlantic,Macon,1960_SouthAtlantic_Macon,0,0,0,0,0,0,0,0
10273,6533,1960,MiLB,Florida State,Palatka,1960_FloridaState_Palatka,SantaMonica_CA_US,Santa Monica,CA,US,Northern America,Northern America,34.019657,-118.487549
10314,6579,1960,MiLB,Northern,Eau Claire,1960_Northern_EauClaire,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
10315,6582,1960,MiLB,Pacific Coast,Portland,1960_PacificCoast_Portland,Detroit_MI_US,Detroit,MI,US,Northern America,Northern America,42.348664,-83.056737
10316,6582,1960,MiLB,Pacific Coast,Salt Lake City,1960_PacificCoast_SaltLakeCity,Detroit_MI_US,Detroit,MI,US,Northern America,Northern America,42.348664,-83.056737
10350,6597,1960,MiLB,Illinois-Indiana-Iowa,Topeka,1960_Illinois-Indiana-Iowa_Topeka, , , , , , ,0,0
10368,6601,1960,MiLB,South Atlantic,Charleston,1960_SouthAtlantic_Charleston,Luray_KS_US,Luray,KS,US,Northern America,Northern America,39.110567,-98.688963
10386,6606,1960,MiLB,Carolina,Wilson,1960_Carolina_Wilson, , , , , , ,0,0
10388,6608,1960,MiLB,Pacific Coast,Sacramento,1960_PacificCoast_Sacramento,Ogden_UT_US,Ogden,UT,US,Northern America,Northern America,41.223005,-111.973843
10392,6608,1960,MiLB,Pacific Coast,Spokane,1960_PacificCoast_Spokane,Ogden_UT_US,Ogden,UT,US,Northern America,Northern America,41.223005,-111.973843
10463,6649,1960,MiLB,Western Carolina,Shelby,1960_WesternCarolina_Shelby, , , , , , ,0,0
10464,6649,1960,MiLB,Western Carolina,Statesville,1960_WesternCarolina_Statesville, , , , , , ,0,0
10499,6659,1960,MiLB,Sophomore,Carlsbad,1960_Sophomore_Carlsbad, , , , , , ,0,0
10500,6659,1960,MiLB,Texas,San Antonio,1960_Texas_SanAntonio,0,0,0,0,0,0,0,0
10575,6693,1960,MiLB,Florida State,Palatka,1960_FloridaState_Palatka, , , , , , ,0,0
10576,6694,1960,MiLB,Appalachian,Morristown,1960_Appalachian_Morristown, , , , , , ,0,0
10708,6760,1960,MiLB,Florida State,St. Petersburg,1960_FloridaState_St.Petersburg, , , , , , ,0,0
10719,6768,1960,MiLB,Midwest,Clinton,1960_Midwest_Clinton, , , , , , ,0,0
10933,6879,1960,MiLB,Alabama-Florida,Fort Walton Beach,1960_Alabama-Florida_FortWaltonBeach, , , , , , ,0,0
11001,6936,1960,MiLB,Northern,Grand Forks,1960_Northern_GrandForks, , , , , , ,0,0
11002,6938,1960,MiLB,Midwest,Kokomo,1960_Midwest_Kokomo, , , , , , ,0,0
11003,6940,1960,MiLB,Alabama-Florida,Fort Walton Beach,1960_Alabama-Florida_FortWaltonBeach, , , , , , ,0,0
11450,7184,1960,MiLB,Pacific Coast,Salt Lake City,1960_PacificCoast_SaltLakeCity,Vaughan_MS_US,Vaughan,MS,US,Northern America,Northern America,32.806523,-90.041752
11468,7192,1960,MiLB,Midwest,Quincy,1960_Midwest_Quincy, , , , , , ,0,0
11469,7192,1960,MiLB,Appalachian,Salem,1960_Appalachian_Salem, , , , , , ,0,0
11498,7215,1960,MiLB,Alabama-Florida,Pensacola,1960_Alabama-Florida_Pensacola, , , , , , ,0,0
11499,7215,1960,MiLB,South Atlantic,Charleston,1960_SouthAtlantic_Charleston,0,0,0,0,0,0,0,0
11519,7224,1960,MiLB,South Atlantic,Knoxville,1960_SouthAtlantic_Knoxville,Cuthbert_GA_US,Cuthbert,GA,US,Northern America,Northern America,31.771275,-84.789366
11543,7234,1960,MiLB,International,Richmond,1960_International_Richmond,Catskill_NY_US,Catskill,NY,US,Northern America,Northern America,42.21731,-73.864573
11602,7262,1960,MiLB,Northwest,Yakima,1960_Northwest_Yakima,Belvedere_CA_US,Belvedere,CA,US,Northern America,Northern America,37.872704,-122.464417
11714,7322,1960,MiLB,Southern Association,Shreveport,1960_SouthernAssociation_Shreveport,LosAngeles_CA_US,Los Angeles,CA,US,Northern America,Northern America,34.054394,-118.243941
11789,7389,1960,MiLB,Western Carolina,Gastonia,1960_WesternCarolina_Gastonia, , , , , , ,0,0
11790,7394,1960,MiLB,Northwest,Salem,1960_Northwest_Salem, , , , , , ,0,0
11791,7394,1960,MiLB,Northwest,Tri-City,1960_Northwest_Tri-City, , , , , , ,0,0
11866,7433,1960,MiLB,Western Carolina,Statesville,1960_WesternCarolina_Statesville, , , , , , ,0,0
11910,7468,1960,MiLB,Southern Association,Mobile,1960_SouthernAssociation_Mobile,Hagerstown_MD_US,Hagerstown,MD,US,Northern America,Northern America,39.641922,-77.720264
12218,7640,1960,MiLB,Texas,Rio Grande Valley,1960_Texas_RioGrandeValley,Denver_CO_US,Denver,CO,US,Northern America,Northern America,39.739154,-104.984703
12292,7700,1960,MiLB,Texas,Victoria,1960_Texas_Victoria,0,0,0,0,0,0,0,0
12373,7746,1960,MiLB,Sophomore,Alpine,1960_Sophomore_Alpine, , , , , , ,0,0
12386,7760,1960,MiLB,Alabama-Florida,Dothan,1960_Alabama-Florida_Dothan, , , , , , ,0,0
12494,7807,1960,MiLB,Florida State,Lakeland,1960_FloridaState_Lakeland, , , , , , ,0,0
12495,7807,1960,MiLB,Alabama-Florida,Selma,1960_Alabama-Florida_Selma, , , , , , ,0,0
12802,8001,1960,MiLB,Western Carolina,Gastonia,1960_WesternCarolina_Gastonia, , , , , , ,0,0
12803,8001,1960,MiLB,Western Carolina,Lexington,1960_WesternCarolina_Lexington, , , , , , ,0,0
12887,8053,1960,MiLB,Florida State,Orlando,1960_FloridaState_Orlando, , , , , , ,0,0
12888,8053,1960,MiLB,Western Carolina,Rutherford County,1960_WesternCarolina_RutherfordCounty, , , , , , ,0,0
12945,8082,1960,MiLB,California,Modesto,1960_California_Modesto, , , , , , ,0,0
12950,8086,1960,MiLB,International,Richmond,1960_International_Richmond,KansasCity_MO_US,Kansas City,MO,US,Northern America,Northern America,39.084469,-94.56303
13062,8142,1960,MiLB,Western Carolina,Rutherford County,1960_WesternCarolina_RutherfordCounty, , , , , , ,0,0
13247,8256,1960,MiLB,Pacific Coast,Salt Lake City,1960_PacificCoast_SaltLakeCity,Winona_MN_US,Winona,MN,US,Northern America,Northern America,44.049963,-91.639315
13310,8297,1960,MiLB,International,Columbus,1960_International_Columbus,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
