OBJECTID,id_person,Season,classifica,league_nam,team_name,team_id,City_PoB,State_Pob,State_Abbr,Country_Po,Region_PoB,Group_PoB,PoB_Lat,PoB_Long
3761,6579,1960,MLB,National,MWB/ATL,1960_National_MWB/ATL,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
3776,6579,1960,MLB,National,MIL,1960_National_MWB/ATL,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
3980,6868,1960,MLB,National,MWB/ATL,1960_National_MWB/ATL,Coushatta_LA_US,Coushatta,LA,US,Northern America,Northern America,32.014883,-93.342116
3985,6868,1960,MLB,National,MIL,1960_National_MWB/ATL,Coushatta_LA_US,Coushatta,LA,US,Northern America,Northern America,32.014883,-93.342116
4040,7026,1960,MLB,American,BOS,1960_American_BOS,Sturgis_SD_US,Sturgis,SD,US,Northern America,Northern America,44.409707,-103.509079
4043,7026,1960,MLB,American,CLE,1960_American_CLE,Sturgis_SD_US,Sturgis,SD,US,Northern America,Northern America,44.409707,-103.509079
4047,7026,1960,MLB,American,CLE,1960_American_CLE,Sturgis_SD_US,Sturgis,SD,US,Northern America,Northern America,44.409707,-103.509079
4120,7120,1960,MLB,American,NYY,1960_American_NYY,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
4129,7120,1960,MLB,American,NYY,1960_American_NYY,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
4219,7211,1960,MLB,National,PIT,1960_National_PIT,Portsmouth_OH_US,Portsmouth,OH,US,Northern America,Northern America,38.731743,-82.997674
4221,7211,1960,MLB,National,PIT,1960_National_PIT,Portsmouth_OH_US,Portsmouth,OH,US,Northern America,Northern America,38.731743,-82.997674
4260,7234,1960,MLB,American,NYY,1960_American_NYY,Catskill_NY_US,Catskill,NY,US,Northern America,Northern America,42.21731,-73.864573
4268,7234,1960,MLB,American,NYY,1960_American_NYY,Catskill_NY_US,Catskill,NY,US,Northern America,Northern America,42.21731,-73.864573
4358,7294,1960,MLB,National,PIT,1960_National_PIT,HazelPark_MI_US,Hazel Park,MI,US,Northern America,Northern America,42.462014,-83.103569
4365,7294,1960,MLB,National,PIT,1960_National_PIT,HazelPark_MI_US,Hazel Park,MI,US,Northern America,Northern America,42.462014,-83.103569
4458,7461,1960,MLB,National,SF,1960_National_SF,Whitmire_SC_US,Whitmire,SC,US,Northern America,Northern America,34.502915,-81.611493
4466,7461,1960,MLB,National,SF,1960_National_SF,Whitmire_SC_US,Whitmire,SC,US,Northern America,Northern America,34.502915,-81.611493
4769,7875,1960,MLB,National,STL,1960_National_STL,Horace_NE_US,Horace,NE,US,Northern America,Northern America,41.543067,-98.673412
4773,7875,1960,MLB,National,STL,1960_National_STL,Horace_NE_US,Horace,NE,US,Northern America,Northern America,41.543067,-98.673412
4884,8086,1960,MLB,American,NYY,1960_American_NYY,KansasCity_MO_US,Kansas City,MO,US,Northern America,Northern America,39.084469,-94.56303
4886,8086,1960,MLB,American,NYY,1960_American_NYY,KansasCity_MO_US,Kansas City,MO,US,Northern America,Northern America,39.084469,-94.56303
4894,8138,1960,MLB,American,BOS,1960_American_BOS,SanDiego_CA_US,San Diego,CA,US,Northern America,Northern America,32.717421,-117.162771
4895,8138,1960,MLB,National,MWB/ATL,1960_National_MWB/ATL,SanDiego_CA_US,San Diego,CA,US,Northern America,Northern America,32.717421,-117.162771
4896,8138,1960,MLB,National,MIL,1960_National_MWB/ATL,SanDiego_CA_US,San Diego,CA,US,Northern America,Northern America,32.717421,-117.162771
4925,8256,1960,MLB,National,PIT,1960_National_PIT,Winona_MN_US,Winona,MN,US,Northern America,Northern America,44.049963,-91.639315
4928,8256,1960,MLB,National,PIT,1960_National_PIT,Winona_MN_US,Winona,MN,US,Northern America,Northern America,44.049963,-91.639315
4954,8297,1960,MLB,National,PIT,1960_National_PIT,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
4958,8297,1960,MLB,National,PIT,1960_National_PIT,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
5054,8429,1960,MLB,National,STL,1960_National_STL,Paterson_NJ_US,Paterson,NJ,US,Northern America,Northern America,40.916765,-74.171811
5062,8429,1960,MLB,National,STL,1960_National_STL,Paterson_NJ_US,Paterson,NJ,US,Northern America,Northern America,40.916765,-74.171811
5188,8608,1960,MLB,National,PIT,1960_National_PIT,SanFrancisco_CA_US,San Francisco,CA,US,Northern America,Northern America,37.779277,-122.41927
5194,8608,1960,MLB,National,PIT,1960_National_PIT,SanFrancisco_CA_US,San Francisco,CA,US,Northern America,Northern America,37.779277,-122.41927
5250,8712,1960,MLB,American,NYY,1960_American_NYY,SanFrancisco_CA_US,San Francisco,CA,US,Northern America,Northern America,37.779277,-122.41927
5251,8712,1960,MLB,American,NYY,1960_American_NYY,SanFrancisco_CA_US,San Francisco,CA,US,Northern America,Northern America,37.779277,-122.41927
5262,8769,1960,MLB,American,KCA/OAK,1960_American_KCA/OAK,Oak_NE_US,Oak,NE,US,Northern America,Northern America,40.236952,-97.903374
5267,8769,1960,MLB,American,KC,1960_American_KCA/OAK,Oak_NE_US,Oak,NE,US,Northern America,Northern America,40.236952,-97.903374
5540,9029,1960,MLB,American,DET,1960_American_DET,Nanticoke_PA_US,Nanticoke,PA,US,Northern America,Northern America,41.20536,-76.004923
5543,9029,1960,MLB,American,DET,1960_American_DET,Nanticoke_PA_US,Nanticoke,PA,US,Northern America,Northern America,41.20536,-76.004923
5704,9150,1960,MLB,American,KCA/OAK,1960_American_KCA/OAK,Detroit_MI_US,Detroit,MI,US,Northern America,Northern America,42.348664,-83.056737
5709,9150,1960,MLB,American,KC,1960_American_KCA/OAK,Detroit_MI_US,Detroit,MI,US,Northern America,Northern America,42.348664,-83.056737
5723,9163,1960,MLB,American,KCA/OAK,1960_American_KCA/OAK,StLouis_MO_US,St. Louis,MO,US,Northern America,Northern America,38.627273,-90.197889
5726,9163,1960,MLB,American,KC,1960_American_KCA/OAK,StLouis_MO_US,St. Louis,MO,US,Northern America,Northern America,38.627273,-90.197889
6326,10052,1960,MLB,National,SF,1960_National_SF,Potosi_MO_US,Potosi,MO,US,Northern America,Northern America,37.936438,-90.787909
6327,10052,1960,MLB,National,SF,1960_National_SF,Potosi_MO_US,Potosi,MO,US,Northern America,Northern America,37.936438,-90.787909
6784,10923,1960,MLB,National,PIT,1960_National_PIT,KansasCity_MO_US,Kansas City,MO,US,Northern America,Northern America,39.084469,-94.56303
6791,10923,1960,MLB,National,PIT,1960_National_PIT,KansasCity_MO_US,Kansas City,MO,US,Northern America,Northern America,39.084469,-94.56303
7201,11697,1960,MLB,National,STL,1960_National_STL,Mayaguez_PR,Mayaguez, ,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
7203,11697,1960,MLB,National,STL,1960_National_STL,Mayaguez_PR,Mayaguez, ,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
7541,12240,1960,MLB,National,CIN,1960_National_CIN,Waukegan_IL_US,Waukegan,IL,US,Northern America,Northern America,42.363633,-87.844794
7546,12240,1960,MLB,National,CIN,1960_National_CIN,Waukegan_IL_US,Waukegan,IL,US,Northern America,Northern America,42.363633,-87.844794
7553,12243,1960,MLB,American,DET,1960_American_DET,Azusa_CA_US,Azusa,CA,US,Northern America,Northern America,34.133875,-117.905605
7564,12243,1960,MLB,American,DET,1960_American_DET,Azusa_CA_US,Azusa,CA,US,Northern America,Northern America,34.133875,-117.905605
7615,12334,1960,MLB,American,CLE,1960_American_CLE,Minneapolis_MN_US,Minneapolis,MN,US,Northern America,Northern America,44.9773,-93.265469
7616,12334,1960,MLB,American,CLE,1960_American_CLE,Minneapolis_MN_US,Minneapolis,MN,US,Northern America,Northern America,44.9773,-93.265469
8536,13768,1960,MLB,National,LAD,1960_National_LAD,Charleston_SC_US,Charleston,SC,US,Northern America,Northern America,32.787601,-79.940273
8548,13768,1960,MLB,National,LAD,1960_National_LAD,Charleston_SC_US,Charleston,SC,US,Northern America,Northern America,32.787601,-79.940273
8875,14284,1960,MLB,American,BOS,1960_American_BOS,Dungannon_VA_US,Dungannon,VA,US,Northern America,Northern America,36.828056,-82.467432
8924,14315,1960,MLB,National,LAD,1960_National_LAD,Witherbee_NY_US,Witherbee,NY,US,Northern America,Northern America,44.087585,-73.533404
8934,14315,1960,MLB,National,LAD,1960_National_LAD,Witherbee_NY_US,Witherbee,NY,US,Northern America,Northern America,44.087585,-73.533404
9015,14378,1960,MLB,National,CHC,1960_National_CHC,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
9018,14378,1960,MLB,National,CHC,1960_National_CHC,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
9159,14607,1960,MLB,American,CWS,1960_American_CWS,Argo_IL_US,Argo,IL,US,Northern America,Northern America,33.255118,-94.894934
9161,14607,1960,MLB,American,CWS,1960_American_CWS,Argo_IL_US,Argo,IL,US,Northern America,Northern America,33.255118,-94.894934
9231,14649,1960,MLB,National,CHC,1960_National_CHC,Berwyn_IL_US,Berwyn,IL,US,Northern America,Northern America,41.850587,-87.793668
9235,14649,1960,MLB,National,CHC,1960_National_CHC,Berwyn_IL_US,Berwyn,IL,US,Northern America,Northern America,41.850587,-87.793668
9281,14714,1960,MLB,National,LAD,1960_National_LAD,VanNuys_CA_US,Van Nuys,CA,US,Northern America,Northern America,34.186658,-118.448729
9291,14714,1960,MLB,National,LAD,1960_National_LAD,VanNuys_CA_US,Van Nuys,CA,US,Northern America,Northern America,34.186658,-118.448729
9486,14977,1960,MLB,National,CIN,1960_National_CIN,Bryan_TX_US,Bryan,TX,US,Northern America,Northern America,30.693444,-96.400802
9492,14977,1960,MLB,National,CIN,1960_National_CIN,Bryan_TX_US,Bryan,TX,US,Northern America,Northern America,30.693444,-96.400802
9784,15486,1960,MLB,National,MWB/ATL,1960_National_MWB/ATL,Comanche_OK_US,Comanche,OK,US,Northern America,Northern America,34.368975,-97.963924
9785,15486,1960,MLB,National,PHI,1960_National_PHI,Comanche_OK_US,Comanche,OK,US,Northern America,Northern America,34.368975,-97.963924
9786,15486,1960,MLB,National,MIL,1960_National_MWB/ATL,Comanche_OK_US,Comanche,OK,US,Northern America,Northern America,34.368975,-97.963924
9787,15486,1960,MLB,National,PHI,1960_National_PHI,Comanche_OK_US,Comanche,OK,US,Northern America,Northern America,34.368975,-97.963924
10002,15865,1960,MLB,American,CWS,1960_American_CWS,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
10007,15865,1960,MLB,American,CWS,1960_American_CWS,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
10127,16047,1960,MLB,National,MWB/ATL,1960_National_MWB/ATL,Buffalo_NY_US,Buffalo,NY,US,Northern America,Northern America,42.886717,-78.878392
10134,16047,1960,MLB,National,MIL,1960_National_MWB/ATL,Buffalo_NY_US,Buffalo,NY,US,Northern America,Northern America,42.886717,-78.878392
10624,16914,1960,MLB,American,NYY,1960_American_NYY,Milwaukee_WI_US,Milwaukee,WI,US,Northern America,Northern America,43.034993,-87.922497
10630,16914,1960,MLB,American,NYY,1960_American_NYY,Milwaukee_WI_US,Milwaukee,WI,US,Northern America,Northern America,43.034993,-87.922497
10657,16968,1960,MLB,National,PHI,1960_National_PHI,Boston_MA_US,Boston,MA,US,Northern America,Northern America,42.360482,-71.059568
10669,16968,1960,MLB,National,PHI,1960_National_PHI,Boston_MA_US,Boston,MA,US,Northern America,Northern America,42.360482,-71.059568
11020,17668,1960,MLB,National,STL,1960_National_STL,Oakland_CA_US,Oakland,CA,US,Northern America,Northern America,37.804456,-122.271356
11034,17668,1960,MLB,National,STL,1960_National_STL,Oakland_CA_US,Oakland,CA,US,Northern America,Northern America,37.804456,-122.271356
11135,17748,1960,MLB,American,CLE,1960_American_CLE,Richmond_VA_US,Richmond,VA,US,Northern America,Northern America,37.538509,-77.43428
11136,17748,1960,MLB,American,DET,1960_American_DET,Richmond_VA_US,Richmond,VA,US,Northern America,Northern America,37.538509,-77.43428
11137,17748,1960,MLB,American,KCA/OAK,1960_American_KCA/OAK,Richmond_VA_US,Richmond,VA,US,Northern America,Northern America,37.538509,-77.43428
11142,17748,1960,MLB,American,CLE,1960_American_CLE,Richmond_VA_US,Richmond,VA,US,Northern America,Northern America,37.538509,-77.43428
11143,17748,1960,MLB,American,DET,1960_American_DET,Richmond_VA_US,Richmond,VA,US,Northern America,Northern America,37.538509,-77.43428
11144,17748,1960,MLB,American,KC,1960_American_KCA/OAK,Richmond_VA_US,Richmond,VA,US,Northern America,Northern America,37.538509,-77.43428
11331,18052,1960,MLB,National,CHC,1960_National_CHC,OakPark_IL_US,Oak Park,IL,US,Northern America,Northern America,41.885032,-87.784502
11339,18052,1960,MLB,National,CHC,1960_National_CHC,OakPark_IL_US,Oak Park,IL,US,Northern America,Northern America,41.885032,-87.784502
11512,18234,1960,MLB,National,CHC,1960_National_CHC,Merced_CA_US,Merced,CA,US,Northern America,Northern America,37.302957,-120.484327
11530,18234,1960,MLB,National,CHC,1960_National_CHC,Merced_CA_US,Merced,CA,US,Northern America,Northern America,37.302957,-120.484327
11699,18648,1960,MLB,American,BOS,1960_American_BOS,Pittsburgh_PA_US,Pittsburgh,PA,US,Northern America,Northern America,40.441694,-79.990086
11982,19142,1960,MLB,National,LAD,1960_National_LAD,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
11986,19142,1960,MLB,National,LAD,1960_National_LAD,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
11989,19157,1960,MLB,American,CWS,1960_American_CWS,Rosedale_NY_US,Rosedale,NY,US,Northern America,Northern America,40.890933,-73.793466
11992,19157,1960,MLB,American,CWS,1960_American_CWS,Rosedale_NY_US,Rosedale,NY,US,Northern America,Northern America,40.890933,-73.793466
12659,20257,1960,MLB,American,CWS,1960_American_CWS,Oakland_CA_US,Oakland,CA,US,Northern America,Northern America,37.804456,-122.271356
12663,20257,1960,MLB,American,CWS,1960_American_CWS,Oakland_CA_US,Oakland,CA,US,Northern America,Northern America,37.804456,-122.271356
12746,20449,1960,MLB,National,MWB/ATL,1960_National_MWB/ATL,Cherryfield_ME_US,Cherryfield,ME,US,Northern America,Northern America,44.607299,-67.925837
12752,20449,1960,MLB,National,MIL,1960_National_MWB/ATL,Cherryfield_ME_US,Cherryfield,ME,US,Northern America,Northern America,44.607299,-67.925837
12842,20746,1960,MLB,National,STL,1960_National_STL,Nampa_ID_US,Nampa,ID,US,Northern America,Northern America,43.573736,-116.559642
12852,20746,1960,MLB,National,STL,1960_National_STL,Nampa_ID_US,Nampa,ID,US,Northern America,Northern America,43.573736,-116.559642
13074,21057,1960,MLB,American,CLE,1960_American_CLE,Washington_DC_US,Washington,DC,US,Northern America,Northern America,38.894955,-77.036646
13078,21057,1960,MLB,American,CLE,1960_American_CLE,Washington_DC_US,Washington,DC,US,Northern America,Northern America,38.894955,-77.036646
13084,21108,1960,MLB,National,MWB/ATL,1960_National_MWB/ATL,Germantown_IL_US,Germantown,IL,US,Northern America,Northern America,40.043445,-75.180177
13088,21108,1960,MLB,National,MIL,1960_National_MWB/ATL,Germantown_IL_US,Germantown,IL,US,Northern America,Northern America,40.043445,-75.180177
13094,21117,1960,MLB,National,STL,1960_National_STL,NewYork_NY_US,New York,NY,US,Northern America,Northern America,43.102443,-75.291082
13098,21117,1960,MLB,National,STL,1960_National_STL,NewYork_NY_US,New York,NY,US,Northern America,Northern America,43.102443,-75.291082
13671,21901,1960,MLB,National,PIT,1960_National_PIT,Titusville_NJ_US,Titusville,NJ,US,Northern America,Northern America,40.309552,-74.880443
13675,21901,1960,MLB,National,PIT,1960_National_PIT,Titusville_NJ_US,Titusville,NJ,US,Northern America,Northern America,40.309552,-74.880443
13737,22091,1960,MLB,American,CLE,1960_American_CLE,NewCastle_PA_US,New Castle,PA,US,Northern America,Northern America,41.003672,-80.347009
13740,22091,1960,MLB,American,CLE,1960_American_CLE,NewCastle_PA_US,New Castle,PA,US,Northern America,Northern America,41.003672,-80.347009
13927,22434,1960,MLB,American,BAL,1960_American_BAL,SandSprings_OK_US,Sand Springs,OK,US,Northern America,Northern America,36.13981,-96.108891
13947,22449,1960,MLB,American,WSH/MIN,1960_American_WSH/MIN,Matanzas_Matanzas_CU,Matanzas, ,CU,Caribbean,Latin America and the Caribbean,23.046993,-81.579315
13949,22449,1960,MLB,American,WSH,1960_American_WSH/MIN,Matanzas_Matanzas_CU,Matanzas, ,CU,Caribbean,Latin America and the Caribbean,23.046993,-81.579315
14054,22611,1960,MLB,National,MWB/ATL,1960_National_MWB/ATL,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
14062,22611,1960,MLB,National,MIL,1960_National_MWB/ATL,Chicago_IL_US,Chicago,IL,US,Northern America,Northern America,41.875555,-87.624421
14102,22682,1960,MLB,American,BOS,1960_American_BOS,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
14196,22919,1960,MLB,National,PIT,1960_National_PIT,Tuscaloosa_AL_US,Tuscaloosa,AL,US,Northern America,Northern America,33.209561,-87.567526
14202,22919,1960,MLB,National,PIT,1960_National_PIT,Tuscaloosa_AL_US,Tuscaloosa,AL,US,Northern America,Northern America,33.209561,-87.567526
14277,23034,1960,MLB,American,CWS,1960_American_CWS,Bronx_NY_US,Bronx,NY,US,Northern America,Northern America,40.8501,-73.866246
14288,23034,1960,MLB,American,CWS,1960_American_CWS,Bronx_NY_US,Bronx,NY,US,Northern America,Northern America,40.8501,-73.866246
14372,23201,1960,MLB,National,CIN,1960_National_CIN,Dillon_SC_US,Dillon,SC,US,Northern America,Northern America,34.416539,-79.371395
14374,23201,1960,MLB,National,CIN,1960_National_CIN,Dillon_SC_US,Dillon,SC,US,Northern America,Northern America,34.416539,-79.371395
14587,23569,1960,MLB,National,STL,1960_National_STL,Donora_PA_US,Donora,PA,US,Northern America,Northern America,40.173405,-79.857547
14591,23569,1960,MLB,National,STL,1960_National_STL,Donora_PA_US,Donora,PA,US,Northern America,Northern America,40.173405,-79.857547
14629,23627,1960,MLB,National,MWB/ATL,1960_National_MWB/ATL,Paducah_KY_US,Paducah,KY,US,Northern America,Northern America,37.083389,-88.600048
14630,23627,1960,MLB,National,MIL,1960_National_MWB/ATL,Paducah_KY_US,Paducah,KY,US,Northern America,Northern America,37.083389,-88.600048
15160,24391,1960,MLB,American,NYY,1960_American_NYY,Pottstown_PA_US,Pottstown,PA,US,Northern America,Northern America,40.245298,-75.649642
15168,24391,1960,MLB,American,NYY,1960_American_NYY,Pottstown_PA_US,Pottstown,PA,US,Northern America,Northern America,40.245298,-75.649642
15192,24466,1960,MLB,National,CIN,1960_National_CIN,Hamilton_OH_US,Hamilton,OH,US,Northern America,Northern America,39.399507,-84.561343
15200,24466,1960,MLB,National,CIN,1960_National_CIN,Hamilton_OH_US,Hamilton,OH,US,Northern America,Northern America,39.399507,-84.561343
15476,24758,1960,MLB,National,PIT,1960_National_PIT,Frederiksted_StCroix_VI,Frederiksted,St. Croix,VI,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
15482,24758,1960,MLB,National,PIT,1960_National_PIT,Frederiksted_StCroix_VI,Frederiksted,St. Croix,VI,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
15731,25217,1960,MLB,National,CHC,1960_National_CHC,Quincy_IL_US,Quincy,IL,US,Northern America,Northern America,39.935602,-91.409873
15733,25217,1960,MLB,National,CHC,1960_National_CHC,Quincy_IL_US,Quincy,IL,US,Northern America,Northern America,39.935602,-91.409873
15771,25274,1960,MLB,National,STL,1960_National_STL,Houston_TX_US,Houston,TX,US,Northern America,Northern America,29.758938,-95.367697
15782,25274,1960,MLB,National,STL,1960_National_STL,Houston_TX_US,Houston,TX,US,Northern America,Northern America,29.758938,-95.367697
15858,25324,1960,MLB,American,NYY,1960_American_NYY,Pottstown_PA_US,Pottstown,PA,US,Northern America,Northern America,40.245298,-75.649642
15859,25324,1960,MLB,American,NYY,1960_American_NYY,Pottstown_PA_US,Pottstown,PA,US,Northern America,Northern America,40.245298,-75.649642
16163,25864,1960,MLB,National,PIT,1960_National_PIT,Caroleen_NC_US,Caroleen,NC,US,Northern America,Northern America,35.280956,-81.796212
16172,25864,1960,MLB,National,PIT,1960_National_PIT,Caroleen_NC_US,Caroleen,NC,US,Northern America,Northern America,35.280956,-81.796212
16400,26056,1960,MLB,National,STL,1960_National_STL,GlenLyon_PA_US,Glen Lyon,PA,US,Northern America,Northern America,41.175083,-76.074649
16405,26056,1960,MLB,National,STL,1960_National_STL,GlenLyon_PA_US,Glen Lyon,PA,US,Northern America,Northern America,41.175083,-76.074649
16585,26464,1960,MLB,American,KCA/OAK,1960_American_KCA/OAK,StLouis_MO_US,St. Louis,MO,US,Northern America,Northern America,38.627273,-90.197889
16591,26464,1960,MLB,American,KC,1960_American_KCA/OAK,StLouis_MO_US,St. Louis,MO,US,Northern America,Northern America,38.627273,-90.197889
16747,26780,1960,MLB,American,CWS,1960_American_CWS,Snohomish_WA_US,Snohomish,WA,US,Northern America,Northern America,47.918028,-122.089965
16750,26780,1960,MLB,American,CWS,1960_American_CWS,Snohomish_WA_US,Snohomish,WA,US,Northern America,Northern America,47.918028,-122.089965
16982,27313,1960,MLB,American,KCA/OAK,1960_American_KCA/OAK,Philadelphia_PA_US,Philadelphia,PA,US,Northern America,Northern America,39.952399,-75.16359
16985,27313,1960,MLB,American,KC,1960_American_KCA/OAK,Philadelphia_PA_US,Philadelphia,PA,US,Northern America,Northern America,39.952399,-75.16359
17290,27852,1960,MLB,American,WSH/MIN,1960_American_WSH/MIN,LaHabana_LaHabana_CU,La Habana, ,CU,Caribbean,Latin America and the Caribbean,23.138028,-82.365867
17301,27852,1960,MLB,American,WSH,1960_American_WSH/MIN,LaHabana_LaHabana_CU,La Habana, ,CU,Caribbean,Latin America and the Caribbean,23.138028,-82.365867
17386,28046,1960,MLB,American,CWS,1960_American_CWS,Prescott_AR_US,Prescott,AR,US,Northern America,Northern America,33.802611,-93.381006
17395,28046,1960,MLB,American,CWS,1960_American_CWS,Prescott_AR_US,Prescott,AR,US,Northern America,Northern America,33.802611,-93.381006
17473,28158,1960,MLB,American,DET,1960_American_DET,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
17476,28158,1960,MLB,American,DET,1960_American_DET,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
18092,28902,1960,MLB,American,CWS,1960_American_CWS,GroveCity_PA_US,Grove City,PA,US,Northern America,Northern America,41.157838,-80.08867
18102,28902,1960,MLB,American,CWS,1960_American_CWS,GroveCity_PA_US,Grove City,PA,US,Northern America,Northern America,41.157838,-80.08867
18683,30069,1960,MLB,National,STL,1960_National_STL,Birmingham_AL_US,Birmingham,AL,US,Northern America,Northern America,33.520682,-86.802433
18688,30069,1960,MLB,National,STL,1960_National_STL,Birmingham_AL_US,Birmingham,AL,US,Northern America,Northern America,33.520682,-86.802433
18695,30073,1960,MLB,National,SF,1960_National_SF,Mobile_AL_US,Mobile,AL,US,Northern America,Northern America,30.694357,-88.043054
18717,30073,1960,MLB,National,SF,1960_National_SF,Mobile_AL_US,Mobile,AL,US,Northern America,Northern America,30.694357,-88.043054
18835,30333,1960,MLB,National,PIT,1960_National_PIT,Hickory_MS_US,Hickory,MS,US,Northern America,Northern America,32.317644,-89.025611
