OBJECTID,id_person,Season,classifica,league_nam,team_name,team_id,City_PoB,State_Pob,State_Abbr,Country_Po,Region_PoB,Group_PoB,PoB_Lat,PoB_Long
3346,2350,2016,MiLB,Pacific Coast,Nashville,2016_PacificCoast_Nashville,NewPortRichey_FL_US,New Port Richey,FL,US,Northern America,Northern America,28.247135,-82.717024
3416,2403,2016,MiLB,Pacific Coast,Oklahoma City,2016_PacificCoast_OklahomaCity,Quincy_MA_US,Quincy,MA,US,Northern America,Northern America,42.252877,-71.00227
3735,2622,2016,MiLB,International,Columbus,2016_International_Columbus,Lexington_KY_US,Lexington,KY,US,Northern America,Northern America,38.046407,-84.497039
3985,2811,2016,MiLB,Pacific Coast,Iowa,2016_PacificCoast_Iowa,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
3988,2811,2016,MiLB,Southern,Tennessee,2016_Southern_Tennessee,Brooklyn_NY_US,Brooklyn,NY,US,Northern America,Northern America,40.650104,-73.949582
4170,2904,2016,MiLB,International,Rochester,2016_International_Rochester,Oss_NorthBrabant_NL,Oss,North Brabant,NL,Western Europe,Europe,51.76486,5.5117
4187,2906,2016,MiLB,Pacific Coast,Albuquerque,2016_PacificCoast_Albuquerque,Orange_CA_US,Orange,CA,US,Northern America,Northern America,33.787257,-117.850309
4377,3026,2016,MiLB,Pacific Coast,Nashville,2016_PacificCoast_Nashville,Salem_OR_US,Salem,OR,US,Northern America,Northern America,44.939157,-123.033121
4435,3055,2016,MiLB,Eastern,Richmond,2016_Eastern_Richmond,Dallas_TX_US,Dallas,TX,US,Northern America,Northern America,32.776272,-96.796856
4875,3273,2016,MiLB,Pacific Coast,Memphis,2016_PacificCoast_Memphis,Philipsburg_PA_US,Philipsburg,PA,US,Northern America,Northern America,40.896447,-78.220569
5047,3377,2016,MiLB,Pacific Coast,Sacramento,2016_PacificCoast_Sacramento,Fullerton_CA_US,Fullerton,CA,US,Northern America,Northern America,33.870822,-117.929416
5426,3563,2016,MiLB,Eastern,Trenton,2016_Eastern_Trenton,StLouis_MO_US,St. Louis,MO,US,Northern America,Northern America,38.627273,-90.197889
5427,3563,2016,MiLB,Florida State,Jupiter,2016_FloridaState_Jupiter,StLouis_MO_US,St. Louis,MO,US,Northern America,Northern America,38.627273,-90.197889
5429,3563,2016,MiLB,Southern,Jacksonville,2016_Southern_Jacksonville,StLouis_MO_US,St. Louis,MO,US,Northern America,Northern America,38.627273,-90.197889
5538,3606,2016,MiLB,Pacific Coast,New Orleans,2016_PacificCoast_NewOrleans,HongKong_HK,Hong Kong, ,HK,Eastern Asia,Asia,39.78373,-100.445882
5541,3606,2016,MiLB,Southern,Jacksonville,2016_Southern_Jacksonville,HongKong_HK,Hong Kong,0,HK,Eastern Asia,Asia,39.78373,-100.445882
5603,3650,2016,MiLB,International,Charlotte,2016_International_Charlotte,Yucaipa_CA_US,Yucaipa,CA,US,Northern America,Northern America,34.040931,-117.051671
5729,3755,2016,MiLB,International,Rochester,2016_International_Rochester,Longview_WA_US,Longview,WA,US,Northern America,Northern America,46.14273,-122.955641
5807,3810,2016,MiLB,Pacific Coast,Memphis,2016_PacificCoast_Memphis, , , , , , ,0,0
6082,3978,2016,MiLB,International,Syracuse,2016_International_Syracuse,WinterSprings_FL_US,Winter Springs,FL,US,Northern America,Northern America,28.693322,-81.288509
6092,3981,2016,MiLB,International,Pawtucket,2016_International_Pawtucket,Miami_FL_US,Miami,FL,US,Northern America,Northern America,25.774266,-80.193659
6133,4006,2016,MiLB,Pacific Coast,Memphis,2016_PacificCoast_Memphis,ElCajon_CA_US,El Cajon,CA,US,Northern America,Northern America,32.794773,-116.962527
6226,4094,2016,MiLB,Carolina,Winston-Salem,2016_Carolina_Winston-Salem,Griffin_GA_US,Griffin,GA,US,Northern America,Northern America,33.246781,-84.26409
6314,4130,2016,MiLB,International,Pawtucket,2016_International_Pawtucket,Valencia_Carabobo_VE,Valencia,Carabobo,VE,South America,Latin America and the Caribbean,10.170488,-68.001121
6397,4162,2016,MiLB,Pacific Coast,Iowa,2016_PacificCoast_Iowa,Philadelphia_PA_US,Philadelphia,PA,US,Northern America,Northern America,39.952399,-75.16359
6401,4162,2016,MiLB,Southern,Tennessee,2016_Southern_Tennessee,Philadelphia_PA_US,Philadelphia,PA,US,Northern America,Northern America,39.952399,-75.16359
6402,4162,2016,MiLB,Northwest,Eugene,2016_Northwest_Eugene,Philadelphia_PA_US,Philadelphia,PA,US,Northern America,Northern America,39.952399,-75.16359
6544,4288,2016,MiLB,California,Modesto,2016_California_Modesto,Shawnee_OK_US,Shawnee,OK,US,Northern America,Northern America,35.327293,-96.9253
6640,4333,2016,MiLB,Pacific Coast,Salt Lake,2016_PacificCoast_SaltLake,Senoia_GA_US,Senoia,GA,US,Northern America,Northern America,33.302341,-84.553816
6745,4411,2016,MiLB,Texas,Frisco,2016_Texas_Frisco,ThousandOaks_CA_US,Thousand Oaks,CA,US,Northern America,Northern America,34.170561,-118.837594
6892,4488,2016,MiLB,Southern,Jackson,2016_Southern_Jackson,Palestine_TX_US,Palestine,TX,US,Northern America,Northern America,31.762115,-95.630789
7001,4540,2016,MiLB,Pacific Coast,Las Vegas,2016_PacificCoast_LasVegas,LongBeach_CA_US,Long Beach,CA,US,Northern America,Northern America,33.777466,-118.188487
7003,4540,2016,MiLB,International,Charlotte,2016_International_Charlotte,LongBeach_CA_US,Long Beach,CA,US,Northern America,Northern America,33.777466,-118.188487
7004,4540,2016,MiLB,Southern,Jacksonville,2016_Southern_Jacksonville,LongBeach_CA_US,Long Beach,CA,US,Northern America,Northern America,33.777466,-118.188487
7306,4709,2016,MiLB,International,Scranton/Wilkes-Barre,2016_International_Scranton/Wilkes-Barre,LaRomana_LaRomana_DO,La Romana,La Romana,DO,Caribbean,Latin America and the Caribbean,18.427279,-68.97346
7526,4866,2016,MiLB,International,Scranton/Wilkes-Barre,2016_International_Scranton/Wilkes-Barre,Linden_CA_US,Linden,CA,US,Northern America,Northern America,38.021312,-121.083831
7695,4969,2016,MiLB,Pacific Coast,Las Vegas,2016_PacificCoast_LasVegas,PortCharlotte_FL_US,Port Charlotte,FL,US,Northern America,Northern America,26.976171,-82.090645
7697,4969,2016,MiLB,Florida State,St. Lucie,2016_FloridaState_St.Lucie,PortCharlotte_FL_US,Port Charlotte,FL,US,Northern America,Northern America,26.976171,-82.090645
8081,5186,2016,MiLB,Pacific Coast,Sacramento,2016_PacificCoast_Sacramento,Brawley_CA_US,Brawley,CA,US,Northern America,Northern America,32.978657,-115.530267
8084,5186,2016,MiLB,California,San Jose,2016_California_SanJose,Brawley_CA_US,Brawley,CA,US,Northern America,Northern America,32.978657,-115.530267
8284,5313,2016,MiLB,California,Lake Elsinore,2016_California_LakeElsinore,Berkeley_CA_US,Berkeley,CA,US,Northern America,Northern America,37.870839,-122.272864
8382,5369,2016,MiLB,Pacific Coast,Las Vegas,2016_PacificCoast_LasVegas,Lewistown_PA_US,Lewistown,PA,US,Northern America,Northern America,40.59924,-77.571382
8384,5369,2016,MiLB,Florida State,St. Lucie,2016_FloridaState_St.Lucie,Lewistown_PA_US,Lewistown,PA,US,Northern America,Northern America,40.59924,-77.571382
8561,5455,2016,MiLB,Eastern,Hartford,2016_Eastern_Hartford,Nagua_MariaTrinidadSanchez_DO,Nagua,0,DO,Caribbean,Latin America and the Caribbean,19.375715,-69.850353
8624,5482,2016,MiLB,Florida State,Charlotte,2016_FloridaState_Charlotte,KansasCity_MO_US,Kansas City,MO,US,Northern America,Northern America,39.084469,-94.56303
8929,5713,2016,MiLB,Pacific Coast,Oklahoma City,2016_PacificCoast_OklahomaCity,ElTigre_Anzoategui_VE,El Tigre,Anzoategui,VE,South America,Latin America and the Caribbean,8.887242,-64.253035
9185,5894,2016,MiLB,Gulf Coast,Orioles,2016_GulfCoast_Orioles, , ,FL,US, , ,27.756767,-81.463983
9186,5894,2016,MiLB,International,Norfolk,2016_International_Norfolk,Marysville_KS_US,Marysville,KS,US,Northern America,Northern America,39.841113,-96.647242
9187,5894,2016,MiLB,Pacific Coast,Omaha,2016_PacificCoast_Omaha,Marysville_KS_US,Marysville,KS,US,Northern America,Northern America,39.841113,-96.647242
9623,6121,2016,MiLB,International,Norfolk,2016_International_Norfolk,Tarzana_CA_US,Tarzana,CA,US,Northern America,Northern America,34.172797,-118.553369
9638,6124,2016,MiLB,International,Rochester,2016_International_Rochester,SanPedrodeMacoris_SanPedrodeMacoris_DO,San Pedro de Macoris, ,DO,Caribbean,Latin America and the Caribbean,18.460116,-69.302739
9742,6178,2016,MiLB,International,Pawtucket,2016_International_Pawtucket,Austin_TX_US,Austin,TX,US,Northern America,Northern America,30.271129,-97.743699
10011,6342,2016,MiLB,Arizona,Diamondbacks,2016_Arizona_Diamondbacks,Charleston_SC_US,Charleston,SC,US,Northern America,Northern America,32.787601,-79.940273
10015,6342,2016,MiLB,Pacific Coast,Reno,2016_PacificCoast_Reno,Charleston_SC_US,Charleston,SC,US,Northern America,Northern America,32.787601,-79.940273
10072,6401,2016,MiLB,California,Rancho Cucamonga,2016_California_RanchoCucamonga,Cartersville_GA_US,Cartersville,GA,US,Northern America,Northern America,34.180725,-84.752908
10075,6401,2016,MiLB,Midwest,Great Lakes,2016_Midwest_GreatLakes,Cartersville_GA_US,Cartersville,GA,US,Northern America,Northern America,34.180725,-84.752908
10139,6447,2016,MiLB,International,Rochester,2016_International_Rochester,Bradenton_FL_US,Bradenton,FL,US,Northern America,Northern America,27.498928,-82.574819
10492,6654,2016,MiLB,Eastern,Akron,2016_Eastern_Akron,SaoPaulo_SaoPaulo_BR,Sao Paulo,Sao Paulo,BR,South America,Latin America and the Caribbean,-23.550651,-46.633382
11112,7001,2016,MiLB,Pacific Coast,Colorado Springs,2016_PacificCoast_ColoradoSprings,PanamaCity_FL_US,Panama City,FL,US,Northern America,Northern America,30.160083,-85.654573
11115,7001,2016,MiLB,Southern,Montgomery,2016_Southern_Montgomery,PanamaCity_FL_US,Panama City,FL,US,Northern America,Northern America,30.160083,-85.654573
11131,7014,2016,MiLB,Pacific Coast,Oklahoma City,2016_PacificCoast_OklahomaCity,JeffersonCity_MO_US,Jefferson City,MO,US,Northern America,Northern America,38.577359,-92.172426
11151,7018,2016,MiLB,Southern,Jacksonville,2016_Southern_Jacksonville,Edgewood_KY_US,Edgewood,KY,US,Northern America,Northern America,39.018672,-84.581888
11965,7502,2016,MiLB,International,Pawtucket,2016_International_Pawtucket,BrownsSummit_NC_US,Browns Summit,NC,US,Northern America,Northern America,36.212635,-79.713641
11968,7502,2016,MiLB,Eastern,Portland,2016_Eastern_Portland,BrownsSummit_NC_US,Browns Summit,NC,US,Northern America,Northern America,36.212635,-79.713641
12202,7634,2016,MiLB,Eastern,Richmond,2016_Eastern_Richmond,Valencia_Carabobo_VE,Valencia,Carabobo,VE,South America,Latin America and the Caribbean,10.170488,-68.001121
12451,7788,2016,MiLB,International,Norfolk,2016_International_Norfolk,Santiago_Santiago_DO,Santiago,Santiago,DO,Caribbean,Latin America and the Caribbean,19.450293,-70.690611
12933,8074,2016,MiLB,International,Toledo,2016_International_Toledo,Charlotte_NC_US,Charlotte,NC,US,Northern America,Northern America,35.227087,-80.843127
12937,8074,2016,MiLB,Florida State,Lakeland,2016_FloridaState_Lakeland,Charlotte_NC_US,Charlotte,NC,US,Northern America,Northern America,35.227087,-80.843127
13035,8130,2016,MiLB,International,Columbus,2016_International_Columbus,Maracay_Aragua_VE,Maracay,Aragua,VE,South America,Latin America and the Caribbean,10.251366,-67.601724
13110,8159,2016,MiLB,Pacific Coast,Nashville,2016_PacificCoast_Nashville,Columbia_SC_US,Columbia,SC,US,Northern America,Northern America,34.000749,-81.034331
13203,8204,2016,MiLB,Eastern,Reading,2016_Eastern_Reading,Maracay_Aragua_VE,Maracay,Aragua,VE,South America,Latin America and the Caribbean,10.251366,-67.601724
13205,8204,2016,MiLB,Florida State,Clearwater,2016_FloridaState_Clearwater,Maracay_Aragua_VE,Maracay,Aragua,VE,South America,Latin America and the Caribbean,10.251366,-67.601724
13275,8271,2016,MiLB,Pacific Coast,El Paso,2016_PacificCoast_ElPaso,McKinney_TX_US,McKinney,TX,US,Northern America,Northern America,33.19765,-96.615447
13276,8271,2016,MiLB,Texas,San Antonio,2016_Texas_SanAntonio,McKinney_TX_US,McKinney,TX,US,Northern America,Northern America,33.19765,-96.615447
13457,8392,2016,MiLB,Pacific Coast,Nashville,2016_PacificCoast_Nashville,Carrollton_TX_US,Carrollton,TX,US,Northern America,Northern America,32.953735,-96.890282
13458,8392,2016,MiLB,Pacific Coast,Round Rock,2016_PacificCoast_RoundRock,Carrollton_TX_US,Carrollton,TX,US,Northern America,Northern America,32.953735,-96.890282
13463,8392,2016,MiLB,Texas,Frisco,2016_Texas_Frisco,Carrollton_TX_US,Carrollton,TX,US,Northern America,Northern America,32.953735,-96.890282
13465,8392,2016,MiLB,Texas,Midland,2016_Texas_Midland,Carrollton_TX_US,Carrollton,TX,US,Northern America,Northern America,32.953735,-96.890282
13471,8392,2016,MiLB,New York-Pennsylvania,Vermont,2016_NewYork-Pennsylvania_Vermont,Carrollton_TX_US,Carrollton,TX,US,Northern America,Northern America,32.953735,-96.890282
13882,8635,2016,MiLB,Gulf Coast,Phillies,2016_GulfCoast_Phillies, , ,FL,US, , ,27.756767,-81.463983
14436,8960,2016,MiLB,California,Rancho Cucamonga,2016_California_RanchoCucamonga,Dallas_TX_US,Dallas,TX,US,Northern America,Northern America,32.776272,-96.796856
14825,9180,2016,MiLB,International,Louisville,2016_International_Louisville,Hillsborough_CA_US,Hillsborough,CA,US,Northern America,Northern America,37.574103,-122.379416
14829,9180,2016,MiLB,Southern,Pensacola,2016_Southern_Pensacola,Hillsborough_CA_US,Hillsborough,CA,US,Northern America,Northern America,37.574103,-122.379416
15192,9389,2016,MiLB,Florida State,Charlotte,2016_FloridaState_Charlotte,Clearwater_FL_US,Clearwater,FL,US,Northern America,Northern America,27.965853,-82.800103
15194,9389,2016,MiLB,International,Charlotte,2016_International_Charlotte,Clearwater_FL_US,Clearwater,FL,US,Northern America,Northern America,27.965853,-82.800103
15196,9389,2016,MiLB,International,Durham,2016_International_Durham,Clearwater_FL_US,Clearwater,FL,US,Northern America,Northern America,27.965853,-82.800103
15280,9480,2016,MiLB,International,Charlotte,2016_International_Charlotte,StCharles_MO_US,St. Charles,MO,US,Northern America,Northern America,38.783194,-90.482368
15788,9778,2016,MiLB,California,Lancaster,2016_California_Lancaster,Palenque_SanCristobal_DO,Palenque,0,DO,Caribbean,Latin America and the Caribbean,18.261974,-70.147739
15789,9778,2016,MiLB,Texas,Corpus Christi,2016_Texas_CorpusChristi,Palenque_SanCristobal_DO,Palenque,0,DO,Caribbean,Latin America and the Caribbean,18.261974,-70.147739
15841,9792,2016,MiLB,Pacific Coast,Colorado Springs,2016_PacificCoast_ColoradoSprings,VilladeCura_Aragua_VE,Villa de Cura,Aragua,VE,South America,Latin America and the Caribbean,10.035746,-67.486157
15968,9850,2016,MiLB,Pacific Coast,Memphis,2016_PacificCoast_Memphis,SanDiego_CA_US,San Diego,CA,US,Northern America,Northern America,32.717421,-117.162771
15972,9850,2016,MiLB,Texas,Springfield,2016_Texas_Springfield,SanDiego_CA_US,San Diego,CA,US,Northern America,Northern America,32.717421,-117.162771
16412,10136,2016,MiLB,Pacific Coast,Iowa,2016_PacificCoast_Iowa,Tulsa_OK_US,Tulsa,OK,US,Northern America,Northern America,36.155681,-95.992911
16420,10143,2016,MiLB,International,Gwinnett,2016_International_Gwinnett,BajosdeHaina_SanCristobal_DO,Bajos de Haina,San Cristobal,DO,Caribbean,Latin America and the Caribbean,18.413899,-70.032297
16545,10208,2016,MiLB,International,Gwinnett,2016_International_Gwinnett,Indianapolis_IN_US,Indianapolis,IN,US,Northern America,Northern America,39.768333,-86.15835
16548,10208,2016,MiLB,International,Indianapolis,2016_International_Indianapolis,Indianapolis_IN_US,Indianapolis,IN,US,Northern America,Northern America,39.768333,-86.15835
16552,10208,2016,MiLB,Southern,Mississippi,2016_Southern_Mississippi,Indianapolis_IN_US,Indianapolis,IN,US,Northern America,Northern America,39.768333,-86.15835
16660,10273,2016,MiLB,Arizona,Diamondbacks,2016_Arizona_Diamondbacks,SantoDomingo_DistritoNacional_DO,Santo Domingo,Distrito Nacional,DO,Caribbean,Latin America and the Caribbean,18.480197,-69.942111
16668,10273,2016,MiLB,California,Visalia,2016_California_Visalia,SantoDomingo_DistritoNacional_DO,Santo Domingo,Distrito Nacional,DO,Caribbean,Latin America and the Caribbean,18.480197,-69.942111
16870,10402,2016,MiLB,Pacific Coast,Oklahoma City,2016_PacificCoast_OklahomaCity,Hampton_NJ_US,Hampton,NJ,US,Northern America,Northern America,40.707045,-74.956003
16873,10402,2016,MiLB,Texas,Tulsa,2016_Texas_Tulsa,Hampton_NJ_US,Hampton,NJ,US,Northern America,Northern America,40.707045,-74.956003
16963,10461,2016,MiLB,International,Scranton/Wilkes-Barre,2016_International_Scranton/Wilkes-Barre,Columbus_OH_US,Columbus,OH,US,Northern America,Northern America,39.96226,-83.000706
17007,10470,2016,MiLB,Pacific Coast,Nashville,2016_PacificCoast_Nashville,LaHabana_LaHabana_CU,La Habana, ,CU,Caribbean,Latin America and the Caribbean,23.138028,-82.365867
17396,10680,2016,MiLB,International,Rochester,2016_International_Rochester,Saugus_CA_US,Saugus,CA,US,Northern America,Northern America,34.449349,-118.516826
17686,10878,2016,MiLB,California,Modesto,2016_California_Modesto,Redlands_CA_US,Redlands,CA,US,Northern America,Northern America,34.07072,-117.099506
17688,10878,2016,MiLB,Eastern,Hartford,2016_Eastern_Hartford,Redlands_CA_US,Redlands,CA,US,Northern America,Northern America,34.07072,-117.099506
17714,10888,2016,MiLB,Eastern,Erie,2016_Eastern_Erie,Arlington_TX_US,Arlington,TX,US,Northern America,Northern America,32.735582,-97.107119
17716,10888,2016,MiLB,Florida State,Lakeland,2016_FloridaState_Lakeland,Arlington_TX_US,Arlington,TX,US,Northern America,Northern America,32.735582,-97.107119
17880,11009,2016,MiLB,Pioneer,Orem,2016_Pioneer_Orem, ,Orem,UT,US, , ,40.297519,-111.694468
17890,11010,2016,MiLB,International,Gwinnett,2016_International_Gwinnett,Austin_TX_US,Austin,TX,US,Northern America,Northern America,30.271129,-97.743699
17898,11010,2016,MiLB,South Atlantic,Rome,2016_SouthAtlantic_Rome,Austin_TX_US,Austin,TX,US,Northern America,Northern America,30.271129,-97.743699
18144,11169,2016,MiLB,Pacific Coast,Nashville,2016_PacificCoast_Nashville,Pimentel_Duarte_DO,Pimentel, ,DO,Caribbean,Latin America and the Caribbean,19.18788,-70.110401
18321,11247,2016,MiLB,Eastern,Harrisburg,2016_Eastern_Harrisburg,Manhasset_NY_US,Manhasset,NY,US,Northern America,Northern America,40.797879,-73.699575
18329,11249,2016,MiLB,International,Louisville,2016_International_Louisville,KansasCity_MO_US,Kansas City,MO,US,Northern America,Northern America,39.084469,-94.56303
18346,11249,2016,MiLB,Southern,Pensacola,2016_Southern_Pensacola,KansasCity_MO_US,Kansas City,MO,US,Northern America,Northern America,39.084469,-94.56303
18572,11373,2016,MiLB,Pacific Coast,Fresno,2016_PacificCoast_Fresno,Northridge_CA_US,Northridge,CA,US,Northern America,Northern America,34.228592,-118.536932
18654,11402,2016,MiLB,Southern,Jackson,2016_Southern_Jackson,Pomona_CA_US,Pomona,CA,US,Northern America,Northern America,34.055289,-117.752279
18885,11563,2016,MiLB,Pacific Coast,Sacramento,2016_PacificCoast_Sacramento,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
18887,11563,2016,MiLB,California,San Jose,2016_California_SanJose,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
19426,11920,2016,MiLB,International,Indianapolis,2016_International_Indianapolis,SantoDomingo_DistritoNacional_DO,Santo Domingo,Distrito Nacional,DO,Caribbean,Latin America and the Caribbean,18.480197,-69.942111
19644,12078,2016,MiLB,Southern,Mobile,2016_Southern_Mobile,FortBenning_GA_US,Fort Benning,GA,US,Northern America,Northern America,32.352369,-84.968819
19645,12078,2016,MiLB,Southern,Tennessee,2016_Southern_Tennessee,FortBenning_GA_US,Fort Benning,GA,US,Northern America,Northern America,32.352369,-84.968819
19682,12102,2016,MiLB,Pacific Coast,El Paso,2016_PacificCoast_ElPaso,StThomas_StThomas_VI,St. Thomas,St. Thomas,VI,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
19730,12141,2016,MiLB,International,Rochester,2016_International_Rochester,LasVegas_NV_US,Las Vegas,NV,US,Northern America,Northern America,36.166286,-115.149225
19804,12172,2016,MiLB,Gulf Coast,Red Sox,2016_GulfCoast_RedSox, , ,FL,US, , ,27.756767,-81.463983
19806,12172,2016,MiLB,International,Pawtucket,2016_International_Pawtucket,Lakeland_FL_US,Lakeland,FL,US,Northern America,Northern America,28.039465,-81.949804
19812,12172,2016,MiLB,New York-Pennsylvania,Lowell,2016_NewYork-Pennsylvania_Lowell,Lakeland_FL_US,Lakeland,FL,US,Northern America,Northern America,28.039465,-81.949804
19906,12225,2016,MiLB,Southern,Chattanooga,2016_Southern_Chattanooga,Slidell_LA_US,Slidell,LA,US,Northern America,Northern America,30.275195,-89.781174
20004,12267,2016,MiLB,International,Toledo,2016_International_Toledo,Fayetteville_GA_US,Fayetteville,GA,US,Northern America,Northern America,33.448726,-84.454926
20007,12267,2016,MiLB,Eastern,Erie,2016_Eastern_Erie,Fayetteville_GA_US,Fayetteville,GA,US,Northern America,Northern America,33.448726,-84.454926
20895,12794,2016,MiLB,Arizona,Padres,2016_Arizona_Padres, , ,AZ,US, , ,34.395342,-111.763275
20899,12794,2016,MiLB,California,Lake Elsinore,2016_California_LakeElsinore,SantaRosa_CA_US,Santa Rosa,CA,US,Northern America,Northern America,38.440468,-122.714431
20906,12794,2016,MiLB,Pacific Coast,El Paso,2016_PacificCoast_ElPaso,SantaRosa_CA_US,Santa Rosa,CA,US,Northern America,Northern America,38.440468,-122.714431
20909,12794,2016,MiLB,Texas,San Antonio,2016_Texas_SanAntonio,SantaRosa_CA_US,Santa Rosa,CA,US,Northern America,Northern America,38.440468,-122.714431
20996,12832,2016,MiLB,California,Modesto,2016_California_Modesto,Dallas_TX_US,Dallas,TX,US,Northern America,Northern America,32.776272,-96.796856
21506,13172,2016,MiLB,Pacific Coast,Reno,2016_PacificCoast_Reno,MountainView_CA_US,Mountain View,CA,US,Northern America,Northern America,37.385575,-122.08205
21511,13172,2016,MiLB,Southern,Mobile,2016_Southern_Mobile,MountainView_CA_US,Mountain View,CA,US,Northern America,Northern America,37.385575,-122.08205
21646,13252,2016,MiLB,Southern,Tennessee,2016_Southern_Tennessee,LongBeach_CA_US,Long Beach,CA,US,Northern America,Northern America,33.777466,-118.188487
21771,13319,2016,MiLB,Carolina,Frederick,2016_Carolina_Frederick,SanPedrodeMacoris_SanPedrodeMacoris_DO,San Pedro de Macoris,0,DO,Caribbean,Latin America and the Caribbean,18.460116,-69.302739
21871,13392,2016,MiLB,Pacific Coast,Albuquerque,2016_PacificCoast_Albuquerque,Houston_TX_US,Houston,TX,US,Northern America,Northern America,29.758938,-95.367697
21884,13395,2016,MiLB,Pacific Coast,Colorado Springs,2016_PacificCoast_ColoradoSprings,Temple_TX_US,Temple,TX,US,Northern America,Northern America,31.098207,-97.342785
21987,13466,2016,MiLB,Pacific Coast,Sacramento,2016_PacificCoast_Sacramento,Knoxville_TN_US,Knoxville,TN,US,Northern America,Northern America,35.960395,-83.921026
21989,13466,2016,MiLB,Eastern,Richmond,2016_Eastern_Richmond,Knoxville_TN_US,Knoxville,TN,US,Northern America,Northern America,35.960395,-83.921026
21999,13469,2016,MiLB,Midwest,Clinton,2016_Midwest_Clinton,VilladeCura_Aragua_VE,Villa de Cura,Aragua,VE,South America,Latin America and the Caribbean,10.035746,-67.486157
22106,13554,2016,MiLB,International,Durham,2016_International_Durham,Merced_CA_US,Merced,CA,US,Northern America,Northern America,37.302957,-120.484327
22159,13588,2016,MiLB,Pacific Coast,Sacramento,2016_PacificCoast_Sacramento,FortBelvoir_VA_US,Fort Belvoir,VA,US,Northern America,Northern America,38.710739,-77.143676
22182,13603,2016,MiLB,Pacific Coast,Memphis,2016_PacificCoast_Memphis,Willemstad_CW,Willemstad, ,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
